StationID,MAST_Station,MAST_Latdd,MAST_Longdd,Station,Gear,Year,Depth.bot,Temp.surf,Sal.surf,DIN.surf,Water.surf,Temp.bot,Sal.bot,DIN.bot,Water.bot,MeanStrat,IntChla,phi5,TOC
CH-G02-2013,CH-G02,69.0,-167.105696090033,47.0,CTD,2013,46.0,9.03,29.81,-1.078809661,6.0,3.78,32.02,0.165514438,5.0,0.155075764,3.363841595,8.984430977999999,1.09
CH-G03-2013,CH-G03,69.0,-165.70791833333334,43.0,CTD,2013,20.0,9.31,29.62,0.39877612,6.0,8.01,30.7,-1.203972804,6.0,0.15828941300000002,1.824549292,2.046948949,0.420341045
CH-H01-2013,CH-H01,69.5,-168.5,62.0,CTD,2013,51.0,7.86,30.67,-2.3025850930000002,6.0,2.46,32.12,0.837247525,5.0,0.139862224,2.4932054530000003,8.513102384,1.138082552
CH-H02-2013,CH-H02,69.5,-167.0732042174865,59.0,CTD,2013,46.0,8.21,30.27,0.530628251,6.0,4.62,31.84,-1.609437912,5.0,0.14206135,2.809402695,5.641330694,0.46526187
CH-H04-2013,CH-H04,69.5,-164.21961265246,50.0,CTD,2013,22.0,9.23,28.38,-0.544727175,6.0,6.06,31.29,-1.386294361,5.0,0.201326127,1.960094784,3.265090608,0.08
CH-I01-2013,CH-I01,70.0,-168.5,63.0,CTD,2013,43.0,6.53,30.86,-2.407945609,5.0,-0.98,32.66,1.5539252030000001,3.0,0.149118934,1.589235205,7.20341982,1.443008259
CH-I02-2013,CH-I02,70.0,-167.03904791900405,67.0,CTD,2013,47.0,6.77,30.58,-1.7719568419999998,5.0,2.71,32.14,1.269760545,5.0,0.137511896,2.63188884,5.220136657,0.718541367
CH-I03-2013,CH-I03,70.0,-165.578095838008,69.0,CTD,2013,41.0,7.35,29.59,-1.660731207,6.0,3.5,32.07,-1.560647748,5.0,0.15711465800000002,2.809402695,6.4311740760000005,0.49
CH-I04-2013,CH-I04,70.0,-164.13529499999999,73.0,CTD,2013,31.0,4.97,31.05,-1.9661128559999999,5.0,3.77,31.86,0.862889955,5.0,0.12984953400000002,3.9569963710000002,3.367491648,0.16
CH-J01-2013,CH-J01,70.5,-168.5,89.0,CTD,2013,40.0,3.9265256180000003,32.16122642,-3.506557897,,0.170143378,32.29726462,-0.342490309,,0.156424104,2.163323026,5.439996989,0.80524548
CH-J02-2013,CH-J02,70.5,-167.003099320258,86.0,CTD,2013,50.0,4.7,31.69,-2.120263536,5.0,-0.71,32.49,0.732367894,3.0,0.13179891,2.066862759,3.78153408,0.78
CH-J03-2013,CH-J03,70.5,-165.506198640516,83.0,CTD,2013,43.0,6.37,30.33,-1.560647748,5.0,-0.56,32.4,1.17557333,3.0,0.15124659599999998,2.332143895,8.560373824,0.81
CH-J04-2013,CH-J04,70.5,-164.009297960774,74.0,CTD,2013,43.0,6.49,29.73,-2.207274913,5.0,-0.63,32.55,1.860974538,3.0,0.161743156,2.541601993,6.4039971620000005,1.084659139
CH-J05-2013,CH-J05,70.5,-162.512397281032,78.0,CTD,2013,34.0,2.7,28.8,-1.609437912,1.0,-0.79,32.62,1.902107526,3.0,0.180116057,2.104134154,4.765501023000001,0.28
CH-J06-2013,CH-J06,70.5,-161.00060166666665,75.0,CTD,2013,24.0,0.7,31.87,2.046401688,5.0,-1.25,32.62,2.3617969530000003,3.0,0.135012128,1.7227665980000002,2.415242147,0.85908902
CH-K01-2013,CH-K01,71.0,-168.5,96.0,CTD,2013,47.0,4.89,31.32,-2.813410717,5.0,-0.78,32.5,0.636576829,3.0,0.133694739,2.379546134,9.024965373999999,1.19
CH-K02-2013,CH-K02,71.0,-166.96521707968793,93.0,CTD,2013,46.0,4.57,30.79,-2.6592600369999997,5.0,0.59,32.2,1.2781522029999999,5.0,0.13571366,1.609437912,9.125787637,0.86
CH-K03-2013,CH-K03,71.0,-165.430434159376,90.0,CTD,2013,42.0,4.2,30.89,-2.995732274,5.0,-1.21,32.63,2.1994443340000003,3.0,0.141577545,2.660259537,7.079548008,0.52
CH-K04-2013,CH-K04,71.0,-163.895651239064,98.0,CTD,2013,43.0,3.12,29.7,-2.995732274,1.0,-1.39,32.67,2.106570209,3.0,0.16546602800000001,3.546739687,7.8025636810000005,0.76
CH-K05-2013,CH-K05,71.0,-162.360868318752,101.0,CTD,2013,46.0,-0.01,30.13751521,-2.525728644,,-0.078415101,33.26273535,2.583997552,,0.15745874,3.828641396,6.280923499,0.45
CH-K06-2013,CH-K06,71.0,-160.82608539844,103.0,CTD,2013,46.0,2.37,28.19,-1.347073648,1.0,-1.68,32.9,-0.7550225840000001,3.0,0.17507362699999998,3.194583132,5.627610505,0.6
CH-K07-2013,CH-K07,71.0,-159.291302478128,106.0,CTD,2013,54.0,3.83,30.46,-2.995732274,5.0,-1.64,32.89,2.737609003,3.0,0.144098552,3.845883203,3.797367509,0.6
CH-K08-2013,CH-K08,71.0,-157.77290666666667,110.0,CTD,2013,23.0,5.26,30.17,1.84738011,5.0,3.01,31.62,24.03,5.0,0.160414645,2.9444389789999996,4.135757652,0.09729538199999999
CH-L02.5-2013,CH-L02.5,71.5,-166.14532,126.0,CTD,2013,44.0,2.32,28.85,-3.506557897,1.0,-1.24,32.6,1.86872051,3.0,0.16779695,2.091864062,9.131812525,0.9
CH-L03-2013,CH-L03,71.5,-165.350489136744,124.0,CTD,2013,42.0,1.02,27.56,-2.6592600369999997,1.0,-1.49,32.72,2.657458415,3.0,0.180329171,2.079441542,8.649277426,0.8
CH-L04-2013,CH-L04,71.5,-163.775733705116,121.0,CTD,2013,44.0,-0.01,26.29,-2.3025850930000002,1.0,-1.56,32.73,2.559550193,3.0,0.187713465,3.6813511880000003,9.692780819,1.26
CH-L05-2013,CH-L05,71.5,-162.200978273488,119.0,CTD,2013,45.0,0.66,26.05,-1.7147984280000002,1.0,-1.64,32.74,2.8367365419999997,3.0,0.190860516,3.284663565,9.654014709,1.47
CH-L06-2013,CH-L06,71.5,-160.62622284186,117.0,CTD,2013,47.0,0.53,25.86,-1.7719568419999998,1.0,-1.67,32.76,2.7337179480000002,3.0,0.187761071,3.7796338169999997,9.557719393,1.19
CH-L07-2013,CH-L07,71.5,-159.051467410231,115.0,CTD,2013,53.0,3.08,27.1,-0.7765287890000001,1.0,-1.67,32.7,2.796671393,3.0,0.174913142,3.360375387,9.447221814,1.15
CH-L08-2013,CH-L08,71.5,-157.476711978602,111.0,CTD,2013,99.0,3.74,27.2,-1.9661128559999999,1.0,-1.55,32.76,2.598979106,3.0,0.14997480800000001,2.954910279,9.87724658,1.64
CH-M05-2013,CH-M05,72.0,-162.032030974608,129.0,CTD,2013,33.0,-0.01,25.45764124,-1.9661128559999999,,-1.28594738,32.83343095,2.173614712,,0.220546838,3.765840495,3.769615365,0.1
CH-M06-2013,CH-M06,72.0,-160.41503871826,133.0,CTD,2013,39.0,1.37,25.85,-2.207274913,1.0,-1.65,32.67,2.599722324,3.0,0.197133328,3.0106208860000003,6.48466067,1.6782560830000002
CH-M07-2013,CH-M07,72.0,-158.798046461912,140.0,CTD,2013,54.0,2.2,28.11,-2.207274913,1.0,-1.67,32.76,2.05284086,3.0,0.165971402,3.317815773,7.954555803,1.017706854
CH-M08-2013,CH-M08,72.0,-157.181054205564,136.0,CTD,2013,90.0,2.77,27.71,-1.897119985,1.0,-1.66,32.78,2.233235015,3.0,0.15193127,3.2657594110000003,7.490320745,1.332410038
CH-N05.5-2013,CH-N05.5,72.5,-161.86,148.0,CTD,2013,44.0,0.28,26.91,-1.078809661,1.0,-1.48,32.84,2.280339484,3.0,0.181808967,3.04927304,8.33126641,1.02
CH-N06-2013,CH-N06,72.5,-160.191563373909,145.0,CTD,2013,47.0,0.16,26.9,-1.7147984280000002,1.0,-1.64,32.56,2.542389085,3.0,0.18078235,3.238678452,10.56029805,1.209569629
CH-N07-2013,CH-N07,72.5,-158.52987604869,142.0,CTD,2013,54.0,1.81,26.9,-2.207274913,1.0,-1.65,32.66,2.6658383519999997,3.0,0.16959708399999998,3.440418095,10.43171454,1.45721645
NB-P02.5-2013,NB-P02.5,65.4,-168.0,1.0,CTD,2013,42.0,10.33,30.73,0.067658648,6.0,5.45,31.75,-0.44628710299999996,5.0,0.146771318,2.949688335,9.334880823999999,1.36
NB-Q01-2013,NB-Q01,65.0,-169.0,153.0,CTD,2013,50.0,4.95,31.75,-1.427116356,5.0,1.34,32.5,1.350667183,5.0,0.117658021,5.6326444470000006,3.54541958,0.2
NB-Q02-2013,NB-Q02,65.0,-168.0,154.0,CTD,2013,40.0,9.55,28.57,-2.813410717,6.0,1.96,31.78,-3.912023005,5.0,0.172635998,3.735285827,5.007425,0.23
NB-R00-2013,NB-R00,64.5,-170.0,159.0,CTD,2013,44.0,0.57,32.01,2.4932054530000003,5.0,0.13,32.06,2.574137784,5.0,0.062694887,2.803360381,4.142463035,0.27
NB-R01-2013,NB-R01,64.5,-169.0,158.0,CTD,2013,42.0,5.04,31.68,2.3466019780000003,5.0,1.73,32.17,1.075002423,5.0,0.11423114599999999,4.252771799,3.42636834,0.28
NB-R02-2013,NB-R02,64.5,-168.0,157.0,CTD,2013,36.0,7.23,31.33,-1.171182982,6.0,0.79,32.12,1.7595805709999999,5.0,0.14043799099999998,3.804437795,4.028647416,0.23
NB-R03-2013,NB-R03,64.5,-167.0,156.0,CTD,2013,28.0,8.26,30.64,-1.427116356,6.0,2.09,31.53,0.792992516,5.0,0.15859864,2.549445171,3.587225393,1.46
NB-R04-2013,NB-R04,64.38333333333334,-166.0,155.0,CTD,2013,25.0,9.95,28.01,-1.7147984280000002,6.0,8.96,30.72,0.693147181,6.0,0.179888872,2.517696473,4.782930523,1.08
NB-S00-2013,NB-S00,64.0,-170.0,160.0,CTD,2013,34.0,5.72,31.58,0.9439058990000001,5.0,5.57,31.6,1.095273387,5.0,0.057798431,4.120661871,4.774934555,0.39
NB-S01-2013,NB-S01,64.0,-169.0,161.0,CTD,2013,35.0,4.56,31.65,0.157003749,5.0,3.24,31.78,1.958685341,5.0,0.091974531,5.136386498999999,2.272007426,0.08
NB-S02-2013,NB-S02,64.0,-168.0,162.0,CTD,2013,37.0,5.87,31.51,-1.832581464,5.0,2.96,31.85,2.194999882,5.0,0.11617834199999999,5.285232127,4.912229636,0.22
NB-S03-2013,NB-S03,64.0,-167.0,163.0,CTD,2013,33.0,7.79,31.0,-1.2729656759999999,6.0,1.81,31.98,-1.7147984280000002,5.0,0.145888063,3.517497837,3.2264531610000002,1.22
NB-S04-2013,NB-S04,64.0,-166.0,164.0,CTD,2013,23.0,9.97,26.62,-0.693147181,6.0,9.43,30.64,-0.356674944,6.0,0.201352163,2.753660712,4.045830115,0.49029163299999995
NB-S05-2013,NB-S05,64.1,-164.5,166.0,CTD,2013,21.0,10.01,22.05,-0.47803580100000004,6.0,4.22,31.93,-0.494296322,5.0,0.26370872100000003,1.029619417,7.613520016,0.515135541
NB-S06-2013,NB-S06,64.1,-163.5,167.0,CTD,2013,21.0,10.03,25.61,0.086177696,6.0,6.72,30.78,0.086177696,5.0,0.24569789999999997,1.9169226119999998,2.046948949,0.572357679
NB-S07-2013,NB-S07,64.1,-162.5,168.0,CTD,2013,21.0,10.34,21.24,-0.733969175,6.0,10.01,24.03,-0.693147181,6.0,0.21053515,2.272125886,2.046948949,0.4939571
NB-T02-2013,NB-T02,63.5,-168.0,174.0,CTD,2013,33.0,5.32,31.15,-0.820980552,5.0,0.92,31.95,0.8501509290000001,5.0,0.136681415,3.222867846,2.803569154,1.18
NB-T03-2013,NB-T03,63.5,-167.0,173.0,CTD,2013,27.0,6.52,30.7,-2.120263536,5.0,1.35,31.94,-2.407945609,5.0,0.161383324,2.660259537,6.995136792,0.6672226529999999
NB-T04-2013,NB-T04,63.5,-166.0,172.0,CTD,2013,24.0,9.47,30.59,-1.897119985,6.0,9.38,30.62,-0.328504067,6.0,0.065396337,2.32238772,3.052228265,1.021036066
NB-T05-2013,NB-T05,63.75,-164.5,171.0,CTD,2013,15.0,10.52,26.57,-0.040821995,6.0,10.49,27.31,0.198850859,6.0,0.150472577,2.360854001,3.825975592,0.712978388
NB-T06-2013,NB-T06,63.75,-163.5,170.0,CTD,2013,15.0,10.13,23.61,0.19062036,6.0,9.33,29.15,0.412109651,6.0,0.250219391,2.48490665,5.132538482,0.50782454
NB-T07-2013,NB-T07,63.75,-162.5,169.0,CTD,2013,17.0,10.12,23.72,-0.342490309,6.0,7.12,28.85,0.058268908,6.0,0.24999712,2.370243741,2.046948949,0.08
NB-U02-2013,NB-U02,63.0,-167.75,175.0,CTD,2013,24.0,7.53,30.49,-2.407945609,6.0,0.83,31.51,0.048790164000000004,5.0,0.162833969,2.272125886,3.1625623,0.56
NB-U03-2013,NB-U03,63.0,-167.0,176.0,CTD,2013,26.0,9.01,30.45,-1.897119985,6.0,6.69,31.0,-0.314710745,5.0,0.136537265,2.219203484,4.000634328,1.16
NB-U04-2013,NB-U04,63.0,-166.0,177.0,CTD,2013,21.0,9.24,28.29,-1.660731207,6.0,9.51,30.28,-1.897119985,6.0,0.186985051,1.7227665980000002,4.657405573999999,1.0216984059999998
NB-V00-2013,NB-V00,62.5,-170.0,181.0,CTD,2013,36.0,9.242491324,29.18160091,-4.6051701860000005,,0.096921131,31.82780526,-0.597837001,,0.15488559,3.1267605360000004,8.730979327,0.62
NB-V01-2013,NB-V01,62.5,-169.0,180.0,CTD,2013,32.0,7.04,30.63,-1.427116356,6.0,-0.25,31.97,1.266947603,2.0,0.155700111,2.066862759,3.822302971,0.16
NB-V02-2013,NB-V02,62.5,-168.0,179.0,CTD,2013,29.0,7.42,30.39,-3.218875825,6.0,-0.23,31.6,0.488580015,2.0,0.165803274,2.219203484,4.487730607,0.330159548
NB-V03-2013,NB-V03,62.5,-167.0,178.0,CTD,2013,32.0,8.49,30.02,-2.120263536,6.0,2.67,31.04,-2.040220829,5.0,0.160996511,2.104134154,4.990408086,0.838238465
NB-W00-2013,NB-W00,62.0,-170.0,182.0,CTD,2013,45.0,7.66,30.24,-1.832581464,6.0,-1.14,31.39,1.7934247490000002,2.0,0.13965525199999998,2.901421594,8.615103017000001,0.53
NB-W01-2013,NB-W01,62.0,-169.0,183.0,CTD,2013,38.0,8.45,30.03,-2.995732274,6.0,-0.62,31.41,0.652325186,2.0,0.156606184,3.2347491739999996,7.641334962,0.38
NB-W02-2013,NB-W02,62.0,-168.0,184.0,CTD,2013,28.0,8.27,30.0,-2.3025850930000002,6.0,3.71,30.89,-2.813410717,5.0,0.154469565,2.163323026,3.8642060839999997,1.07692342
NB-W03-2013,NB-W03,62.0,-167.0,185.0,CTD,2013,29.0,9.13,30.3,-2.525728644,6.0,6.92,31.05,-2.995732274,5.0,0.142710875,2.341805806,2.731036791,1.5344095930000001
NB-X00-2013,NB-X00,61.5,-170.0,189.0,CTD,2013,45.0,7.75,30.12,-1.7147984280000002,6.0,-0.86,31.08,1.444563269,2.0,0.136346324,4.518522379,7.458124315,0.104655706
NB-X01-2013,NB-X01,61.5,-169.0,188.0,CTD,2013,36.0,7.67,30.25,-1.139434283,6.0,0.91,31.01,0.824175443,5.0,0.141861241,3.000719815,3.083771501,0.463690448
NB-X02-2013,NB-X02,61.5,-168.0,187.0,CTD,2013,28.0,8.28,30.51,-2.120263536,6.0,8.28,30.51,-1.832581464,6.0,0.018988289,3.0301337000000004,4.579301257,0.22
NB-X03-2013,NB-X03,61.5,-167.0,186.0,CTD,2013,24.0,10.22,30.0,-1.2378743559999998,6.0,10.22,30.0,-1.30933332,6.0,0.02,3.303216973,5.3709391339999994,0.815380115
NB-Y00-2013,NB-Y00,61.0,-170.0,190.0,CTD,2013,47.0,7.98,30.15,-1.9661128559999999,6.0,-0.59,30.87,1.568615918,2.0,0.133924302,3.758871826,7.194109984,0.42426206
NB-Y01-2013,NB-Y01,61.0,-169.0,191.0,CTD,2013,38.0,6.1,30.35,-0.94160854,5.0,2.2,30.52,0.431782416,5.0,0.112013889,3.117949906,6.514561233999999,0.625254683
NB-Y02-2013,NB-Y02,61.0,-168.0,192.0,CTD,2013,29.0,8.78,30.47,-1.427116356,6.0,8.82,30.47,-1.171182982,6.0,0.0,2.797281335,4.566160622,0.633889776
NB-Y03-2013,NB-Y03,61.0,-167.0,193.0,CTD,2013,23.0,10.36,30.42,-2.6592600369999997,6.0,10.32,30.41,-1.7147984280000002,6.0,0.0,3.484312288,4.957954127,0.612381641
NB-Z02-2013,NB-Z02,60.5,-168.0,195.0,CTD,2013,29.0,9.3,30.7,-1.46967597,6.0,9.3,30.7,-1.560647748,6.0,0.019679897,3.8394523130000002,5.373784929,0.626829528
NB-Z03-2013,NB-Z03,60.5,-167.0,194.0,CTD,2013,27.0,9.32,30.6,-0.867500568,6.0,9.31,30.6,-0.94160854,6.0,0.030452616000000002,3.478158423,7.795291906,0.08
